iter	Passed	Remaining
186	40498	1042352
187	40713	1042102
188	40911	1041409
189	41143	1041568
190	41357	1041305
191	41566	1040904
192	41805	1041234
193	42013	1040811
194	42231	1040620
195	42422	1039778
196	42632	1039412
197	42855	1039360
198	43039	1038356
199	43247	1037938
200	43462	1037689
201	43658	1036995
202	43856	1036351
203	44065	1035977
204	44264	1035360
205	44452	1034486
206	44648	1033822
207	44868	1033706
208	45073	1033247
209	45295	1033175
210	45526	1033296
211	45743	1033110
212	45965	1033046
213	46160	1032362
214	46365	1031902
215	46572	1031485
216	46775	1031008
217	46976	1030471
218	47168	1029745
219	47362	1029062
220	47583	1028976
221	47785	1028465
222	47985	1027919
223	48185	1027392
224	48378	1026703
225	48596	1026536
226	48812	1026347
227	48999	1025546
228	49199	1025016
229	49398	1024479
230	49619	1024391
231	49816	1023809
232	50017	1023316
233	50218	1022825
234	50422	1022391
235	50625	1021957
236	50827	1021479
237	51048	1021396
238	51266	1021244
239	51469	1020802
240	51659	1020107
241	51862	1019685
242	52060	1019143
243	52243	1018328
244	52436	1017695
245	52638	1017254
246	52855	1017089
247	53081	1017110
248	53264	1016303
249	53477	1016079
250	53676	1015578
251	53864	1014866
252	54056	1014248
253	54280	1014241
254	54487	1013885
255	54682	1013328
256	54854	1012350
257	55075	1012270
258	55271	1011745
259	55453	1010968
260	55635	1010187
261	55822	1009486
262	55994	1008542
263	56195	1008119
264	56388	1007552
265	56572	1006827
266	56758	1006139
267	56938	1005340
268	57157	1005242
269	57376	1005150
270	57559	1004429
271	57753	1003897
272	57956	1003526
273	58186	1003610
274	58385	1003161
275	58581	1002677
276	58785	1002322
277	58968	1001609
278	59167	1001179
279	59338	1000280
280	59528	999693
281	59717	999100
282	59915	998669
283	60114	998244
284	60323	997985
285	60555	998113
286	60741	997478
287	60926	996822
288	61168	997102
289	61375	996819
290	61586	996600
291	61782	996135
292	61981	995725
293	62181	995330
294	62421	995562
295	62628	995288
296	62829	994906
297	63047	994797
298	63257	994564
299	63455	994135
300	63668	993955
301	63857	993383
302	64027	992524
303	64245	992429
304	64443	992008
305	64652	991754
306	64836	991130
307	65049	990950
308	65222	990159
309	65439	990037
310	65652	989847
311	65833	989192
312	66022	988655
313	66217	988204
314	66440	988172
315	66639	987778
316	66855	987648
317	67054	987257
318	67241	986697
319	67473	986803
320	67673	986434
321	67889	986298
322	68115	986310
323	68320	986002
324	68519	985627
325	68701	984996
326	68897	984577
327	69071	983847
328	69261	983344
329	69461	982980
330	69641	982341
331	69862	982276
332	70077	982130
333	70274	981739
334	70478	981436
335	70700	981396
336	70887	980859
337	71096	980629
338	71302	980352
339	71497	979942
340	71706	979712
341	71875	978936
342	72057	978337
343	72237	977723
344	72412	977042
345	72612	976700
346	72814	976382
347	73002	975889
348	73199	975506
349	73411	975327
350	73617	975060
351	73794	974424
352	73974	973819
353	74192	973727
354	74372	973129
355	74566	972717
356	74787	972654
357	74979	972225
358	75151	971528
359	75337	971018
360	75535	970659
361	75726	970214
362	75934	969993
363	76123	969531
364	76338	969391
365	76568	969453
366	76783	969318
367	76950	968571
368	77149	968233
369	77384	968354
370	77582	968003
371	77775	967595
372	77953	966996
373	78132	966424
374	78322	965982
375	78489	965253
376	78691	964960
377	78910	964878
378	79123	964720
379	79286	963959
380	79473	963480
381	79644	962826
382	79861	962710
383	80060	962396
384	80217	961568
385	80409	961167
386	80569	960385
387	80763	959997
388	80977	959866
389	81158	959331
390	81328	958679
391	81549	958620
392	81765	958507
393	81941	957927
394	82132	957524
395	82311	956980
396	82502	956576
397	82702	956271
398	82894	955881
399	83087	955502
400	83271	955024
401	83477	954801
402	83672	954451
403	83864	954066
404	84030	953385
405	84265	953487
406	84449	953016
407	84681	953086
408	84889	952875
409	85077	952448
410	85238	951728
411	85444	951504
412	85643	951204
413	85835	950822
414	86019	950363
415	86218	950062
416	86426	949861
417	86616	949467
418	86808	949096
419	86997	948686
420	87225	948702
421	87432	948496
422	87637	948264
423	87854	948166
424	88040	947735
425	88196	946977
426	88390	946629
427	88601	946459
428	88817	946352
429	88993	945811
430	89167	945261
431	89372	945028
432	89562	944643
433	89799	944756
434	90008	944568
435	90204	944252
436	90400	943933
437	90616	943815
438	90812	943498
439	90997	943061
440	91188	942699
441	91373	942259
442	91588	942136
443	91762	941593
444	91957	941275
445	92150	940928
446	92344	940590
447	92504	939910
448	92673	939321
449	92868	938999
450	93083	938879
451	93271	938496
452	93476	938273
453	93672	937958
454	93860	937578
455	94042	937122
456	94269	937127
457	94462	936788
458	94669	936590
459	94878	936411
460	95055	935910
461	95253	935626
462	95449	935324
463	95633	934896
464	95825	934558
465	96060	934635
466	96252	934285
467	96463	934130
468	96621	933458
469	96814	933130
470	96995	932683
471	97175	932223
472	97393	932139
473	97614	932073
474	97819	931862
475	98047	931860
476	98257	931695
477	98429	931165
478	98603	930661
479	98819	930551
480	99058	930652
481	99266	930465
482	99447	930034
483	99635	929661
484	99846	929499
485	100044	929218
486	100215	928687
487	100413	928412
488	100610	928124
489	100777	927567
490	100963	927173
491	101125	926572
492	101326	926323
493	101531	926111
494	101686	925451
495	101891	925240
496	102134	925374
497	102297	924789
498	102479	924364
499	102657	923913
500	102894	923992
501	103086	923673
502	103265	923232
503	103459	922925
504	103642	922524
505	103877	922577
506	104090	922447
507	104302	922300
508	104541	922388
509	104715	921906
510	104883	921372
511	105083	921119
512	105251	920591
513	105461	920424
514	105696	920479
515	105850	919832
516	106023	919349
517	106189	918806
518	106367	918364
519	106550	917971
520	106725	917514
521	106882	916893
522	107092	916733
523	107259	916210
524	107427	915690
525	107646	915608
526	107852	915413
527	108024	914936
528	108218	914641
529	108403	914267
530	108609	914080
531	108768	913493
532	109005	913558
533	109176	913076
534	109369	912775
535	109541	912298
536	109757	912195
537	109961	911982
538	110141	911582
539	110327	911226
540	110506	910812
541	110691	910448
542	110911	910372
543	111081	909887
544	111265	909517
545	111480	909404
546	111668	909070
547	111887	908983
548	112061	908534
549	112215	907925
550	112417	907704
551	112610	907415
552	112815	907215
553	113014	906974
554	113224	906819
555	113401	906398
556	113637	906451
557	113841	906246
558	113991	905606
559	114206	905495
560	114412	905303
561	114655	905415
562	114807	904795
563	114995	904471
564	115161	903965
565	115378	903864
566	115568	903555
567	115742	903117
568	115913	902660
569	116101	902331
570	116307	902146
571	116482	901720
572	116653	901263
573	116878	901226
574	117042	900718
575	117216	900287
576	117450	900320
577	117629	899925
578	117827	899680
579	118019	899389
580	118189	898930
581	118391	898718
582	118581	898414
583	118794	898279
584	119005	898137
585	119216	897992
586	119404	897671
587	119594	897363
588	119751	896816
589	119936	896472
590	120116	896100
591	120277	895579
592	120443	895101
593	120615	894666
594	120813	894424
595	121006	894147
596	121203	893903
597	121385	893541
598	121559	893125
599	121776	893028
600	121941	892548
601	122093	891969
602	122289	891719
603	122448	891197
604	122631	890850
605	122839	890687
606	123083	890784
607	123334	890927
608	123562	890910
609	123753	890617
610	123967	890492
611	124173	890315
612	124369	890061
613	124536	889603
614	124703	889149
615	124917	889022
616	125128	888877
617	125286	888357
618	125443	887833
619	125657	887712
620	125848	887421
621	126003	886888
622	126138	886209
623	126343	886023
624	126535	885750
625	126695	885249
626	126922	885219
627	127108	884899
628	127290	884560
629	127433	883940
630	127625	883667
631	127793	883229
632	127940	882648
633	128142	882442
634	128310	882007
635	128493	881676
636	128679	881362
637	128818	880728
638	129019	880522
639	129155	879871
640	129362	879707
641	129507	879114
642	129721	879002
643	129912	878724
644	130084	878322
645	130262	877960
646	130402	877344
647	130602	877134
648	130762	876655
649	130876	875867
650	131029	875342
651	131158	874658
652	131414	874819
653	131612	874599
654	131749	873971
655	131878	873296
656	132119	873355
657	132339	873277
658	132541	873082
659	132709	872667
660	132865	872169
661	133063	871945
662	133209	871387
663	133393	871076
664	133532	870473
665	133753	870399
666	133945	870143
667	134171	870104
668	134344	869726
669	134546	869530
670	134675	868870
671	134845	868468
672	134973	867804
673	135117	867235
674	135328	867103
675	135492	866670
676	135705	866548
677	135849	865991
678	135955	865190
679	136123	864785
680	136278	864295
681	136500	864237
682	136723	864181
683	136942	864098
684	137055	863351
685	137238	863040
686	137467	863020
687	137685	862936
688	137813	862285
689	138030	862193
690	138176	861655
691	138380	861480
692	138543	861047
693	138687	860498
694	138930	860570
695	139060	859937
696	139276	859840
697	139401	859176
698	139543	858624
699	139676	858010
700	139867	857759
701	140007	857199
702	140215	857047
703	140372	856591
704	140594	856532
705	140825	856519
706	140981	856061
707	141199	855974
708	141313	855255
709	141514	855067
710	141766	855184
711	141879	854466
712	142009	853849
713	142238	853832
714	142368	853214
715	142552	852928
716	142701	852428
717	142833	851827
718	142997	851418
719	143213	851325
720	143369	850873
721	143498	850258
722	143652	849795
723	143846	849567
724	143950	848810
725	144090	848267
726	144238	847775
727	144380	847243
728	144562	846947
729	144728	846560
730	144833	845820
731	145049	845725
732	145204	845276
733	145357	844815
734	145492	844251
735	145729	844281
736	145924	844065
737	146024	843301
738	146202	842990
739	146378	842666
740	146570	842436
741	146749	842129
742	146969	842057
743	147174	841899
744	147373	841712
745	147548	841384
746	147717	841018
747	147894	840706
748	148141	840784
749	148301	840375
750	148502	840196
751	148630	839607
752	148775	839108
753	148943	838743
754	149071	838158
755	149276	838003
756	149495	837923
757	149646	837465
758	149745	836717
759	149939	836506
760	150091	836052
761	150246	835621
762	150402	835194
763	150544	834691
764	150709	834317
765	150922	834211
766	151089	833847
767	151194	833142
768	151345	832693
769	151538	832477
770	151713	832160
771	151946	832161
772	152050	831461
773	152190	830951
774	152367	830646
775	152573	830505
776	152735	830120
777	152834	829393
778	152966	828849
779	153130	828476
780	153317	828227
781	153503	827976
782	153616	827331
783	153805	827098
784	153983	826804
785	154196	826699
786	154376	826416
787	154592	826322
788	154729	825814
789	154906	825512
790	155112	825370
791	155241	824819
792	155457	824727
793	155611	824309
794	155827	824219
795	155984	823819
796	156149	823460
797	156356	823318
798	156529	823005
799	156678	822559
800	156863	822308
801	156999	821800
802	157136	821295
803	157300	820938
804	157529	820915
805	157668	820425
806	157918	820508
807	158104	820265
808	158245	819784
809	158438	819579
810	158601	819213
811	158742	818733
812	158924	818469
813	159136	818359
814	159298	817991
815	159427	817455
816	159639	817348
817	159855	817257
818	160031	816961
819	160162	816439
820	160287	815885
821	160469	815622
822	160610	815152
823	160777	814813
824	160913	814321
825	161013	813645
826	161164	813226
827	161378	813129
828	161518	812657
829	161623	812013
830	161782	811639
831	162007	811596
832	162166	811222
833	162335	810900
834	162534	810725
835	162691	810346
836	162820	809824
837	162997	809543
838	163134	809062
839	163301	808732
840	163443	808277
841	163620	807999
842	163751	807489
843	163912	807134
844	164070	806762
845	164230	806400
846	164429	806228
847	164647	806153
848	164854	806018
849	165021	805694
850	165199	805421
851	165404	805280
852	165532	804763
853	165682	804353
854	165856	804066
855	166001	803632
856	166130	803123
857	166352	803067
858	166532	802809
859	166744	802701
860	166912	802382
861	167068	802005
862	167237	801693
863	167428	801484
864	167586	801119
865	167819	801113
866	168018	800944
867	168173	800566
868	168379	800433
869	168545	800108
870	168698	799719
871	168861	799382
872	169005	798951
873	169227	798893
874	169411	798654
875	169510	798015
876	169737	797978
877	169918	797725
878	170130	797617
879	170331	797462
880	170460	796964
881	170691	796945
882	170849	796589
883	171069	796517
884	171228	796162
885	171411	795922
886	171618	795792
887	171786	795481
888	171975	795267
889	172200	795217
890	172363	794884
891	172515	794497
892	172665	794104
893	172863	793936
894	173113	794003
895	173240	793504
896	173339	792879
897	173537	792705
898	173760	792647
899	173896	792195
900	174133	792199
901	174304	791905
902	174472	791599
903	174629	791240
904	174861	791223
905	175023	790888
906	175172	790495
907	175404	790477
908	175558	790111
909	175733	789834
910	175879	789432
911	176026	789033
912	176203	788767
913	176307	788177
914	176451	787765
915	176682	787740
916	176854	787454
917	177047	787261
918	177212	786945
919	177412	786784
920	177537	786293
921	177697	785956
922	177906	785833
923	178037	785368
924	178244	785239
925	178395	784863
926	178572	784600
927	178701	784128
928	178885	783899
929	179077	783705
930	179237	783371
931	179380	782960
932	179619	782971
933	179719	782375
934	179929	782259
935	180093	781946
936	180223	781480
937	180406	781247
938	180610	781105
939	180743	780656
940	180956	780556
941	181099	780150
942	181284	779927
943	181418	779485
944	181626	779358
945	181841	779265
946	182060	779187
947	182252	778993
948	182422	778705
949	182609	778493
950	182792	778263
951	182961	777968
952	183137	777710
953	183288	777342
954	183484	777169
955	183615	776716
956	183745	776263
957	183896	775897
958	184001	775340
959	184193	775145
960	184369	774890
961	184535	774588
962	184733	774424
963	184970	774421
964	185199	774382
965	185402	774235
966	185558	773896
967	185717	773568
968	185949	773541
969	186081	773100
970	186213	772661
971	186341	772206
972	186493	771849
973	186621	771396
974	186862	771406
975	187043	771169
976	187194	770811
977	187324	770368
978	187497	770099
979	187640	769707
980	187828	769502
981	187979	769144
982	188202	769084
983	188307	768538
984	188471	768235
985	188655	768014
986	188878	767954
987	189060	767723
988	189228	767436
989	189356	766989
990	189492	766575
991	189662	766299
992	189835	766031
993	189939	765489
994	190157	765407
995	190387	765372
996	190616	765332
997	190742	764879
998	190847	764344
999	190999	763998
1000	191236	763989
1001	191388	763642
1002	191546	763319
1003	191691	762946
1004	191838	762580
1005	191937	762025
1006	192065	761585
1007	192257	761400
1008	192424	761116
1009	192571	760754
1010	192804	760727
1011	192996	760541
1012	193138	760161
1013	193285	759799
1014	193454	759521
1015	193642	759321
1016	193799	758999
1017	193943	758626
1018	194103	758316
1019	194307	758182
1020	194518	758068
1021	194668	757719
1022	194858	757528
1023	195010	757190
1024	195177	756909
1025	195341	756615
1026	195533	756430
1027	195723	756238
1028	195873	755891
1029	196055	755668
1030	196154	755129
1031	196327	754870
1032	196505	754633
1033	196686	754408
1034	196835	754060
1035	197042	753936
1036	197225	753716
1037	197385	753410
1038	197593	753291
1039	197737	752923
1040	197948	752813
1041	198172	752750
1042	198325	752419
1043	198490	752135
1044	198681	751947
1045	198871	751757
1046	199038	751477
1047	199193	751158
1048	199364	750894
1049	199586	750825
1050	199753	750549
1051	199917	750261
1052	200067	749921
1053	200196	749502
1054	200370	749252
1055	200514	748892
1056	200671	748579
1057	200861	748389
1058	201028	748112
1059	201178	747775
1060	201415	747763
1061	201634	747679
1062	201764	747269
1063	201995	747232
1064	202195	747079
1065	202405	746962
1066	202572	746687
1067	202745	746437
1068	202893	746094
1069	203022	745680
1070	203273	745716
1071	203492	745634
1072	203657	745350
1073	203794	744970
1074	203960	744691
1075	204105	744338
1076	204294	744149
1077	204477	743933
1078	204650	743682
1079	204831	743460
1080	204935	742962
1081	205034	742444
1082	205192	742141
1083	205365	741890
1084	205575	741776
1085	205735	741480
1086	205972	741464
1087	206150	741233
1088	206328	741000
1089	206530	740857
1090	206684	740540
1091	206916	740504
1092	207055	740132
1093	207192	739756
1094	207407	739658
1095	207538	739261
1096	207690	738938
1097	207842	738618
1098	207998	738310
1099	208192	738137
1100	208356	737858
1101	208481	737441
1102	208586	736954
1103	208814	736903
1104	208957	736551
1105	209070	736094
1106	209262	735916
1107	209364	735419
1108	209492	735017
1109	209684	734841
1110	209846	734558
1111	210015	734298
1112	210151	733926
1113	210305	733615
1114	210499	733444
1115	210690	733262
1116	210899	733143
1117	211062	732867
1118	211223	732581
1119	211389	732311
1120	211556	732050
1121	211687	731661
1122	211878	731481
1123	212010	731097
1124	212207	730938
1125	212398	730756
1126	212555	730459
1127	212788	730422
1128	212932	730080
1129	213076	729739
1130	213295	729655
1131	213442	729324
1132	213598	729024
1133	213779	728811
1134	213948	728556
1135	214133	728354
1136	214340	728229
1137	214469	727838
1138	214610	727488
1139	214782	727244
1140	214911	726855
1141	215042	726474
1142	215220	726253
1143	215319	725760
1144	215463	725424
1145	215605	725081
1146	215735	724697
1147	215924	724512
1148	216059	724148
1149	216195	723783
1150	216325	723403
1151	216478	723098
1152	216654	722870
1153	216835	722659
1154	217001	722397
1155	217152	722089
1156	217335	721883
1157	217522	721694
1158	217740	721605
1159	218005	721673
1160	218225	721593
1161	218419	721424
1162	218638	721339
1163	218768	720960
1164	218953	720760
1165	219170	720669
1166	219306	720311
1167	219478	720068
1168	219619	719727
1169	219762	719392
1170	219999	719367
1171	220143	719033
1172	220272	718656
1173	220422	718344
1174	220642	718263
1175	220816	718028
1176	221041	717961
1177	221219	717742
1178	221372	717442
1179	221504	717073
1180	221691	716883
1181	221819	716501
1182	221972	716202
1183	222166	716036
1184	222332	715779
1185	222548	715682
1186	222705	715395
1187	222894	715214
1188	223033	714870
1189	223208	714641
1190	223356	714327
1191	223517	714056
1192	223660	713725
1193	223838	713509
1194	224011	713275
1195	224236	713208
1196	224450	713104
1197	224640	712924
1198	224877	712895
1199	225085	712769
1200	225271	712579
1201	225454	712377
1202	225591	712027
1203	225765	711797
1204	225894	711428
1205	226028	711070
1206	226176	710760
1207	226320	710435
1208	226456	710088
1209	226561	709643
1210	226728	709394
1211	226886	709115
1212	227080	708949
1213	227250	708706
1214	227420	708466
1215	227608	708280
1216	227737	707913
1217	227908	707677
1218	228049	707346
1219	228177	706977
1220	228368	706802
1221	228529	706533
1222	228746	706440
1223	228940	706274
1224	229156	706175
1225	229313	705897
1226	229418	705456
1227	229551	705103
1228	229692	704777
1229	229821	704412
1230	230007	704223
1231	230182	703998
1232	230346	703743
1233	230498	703450
1234	230626	703085
1235	230818	702912
1236	230988	702674
1237	231194	702545
1238	231322	702182
1239	231471	701880
1240	231667	701723
1241	231812	701411
1242	232012	701265
1243	232143	700909
1244	232276	700560
1245	232464	700377
1246	232603	700048
1247	232785	699847
1248	232945	699582
1249	233128	699385
1250	233298	699148
1251	233455	698874
1252	233617	698613
1253	233755	698282
1254	233947	698114
1255	234111	697862
1256	234247	697523
1257	234459	697414
1258	234591	697065
1259	234778	696881
1260	234965	696698
1261	235095	696344
1262	235285	696168
1263	235469	695975
1264	235581	695570
1265	235778	695415
1266	235944	695168
1267	236091	694868
1268	236253	694611
1269	236445	694442
1270	236644	694293
1271	236796	694007
1272	236958	693751
1273	237148	693574
1274	237353	693443
1275	237525	693216
1276	237677	692931
1277	237812	692595
1278	237990	692385
1279	238147	692116
1280	238312	691869
1281	238524	691757
1282	238676	691473
1283	238843	691231
1284	239002	690968
1285	239161	690704
1286	239351	690531
1287	239527	690315
1288	239722	690155
1289	239823	689726
1290	240006	689531
1291	240205	689382
1292	240369	689132
1293	240562	688969
1294	240772	688850
1295	240951	688644
1296	241050	688210
1297	241232	688015
1298	241387	687740
1299	241601	687635
1300	241743	687324
1301	241897	687047
1302	242010	686655
1303	242185	686438
1304	242326	686128
1305	242458	685791
1306	242593	685460
1307	242745	685181
1308	242968	685101
1309	243141	684879
1310	243292	684596
1311	243458	684356
1312	243648	684182
1313	243821	683960
1314	243957	683637
1315	244141	683447
1316	244306	683205
1317	244496	683032
1318	244625	682689
1319	244808	682497
1320	244987	682293
1321	245197	682175
1322	245419	682091
1323	245564	681792
1324	245713	681507
1325	245878	681264
1326	246106	681198
1327	246268	680947
1328	246415	680655
1329	246514	680232
1330	246714	680087
1331	246856	679783
1332	247065	679662
1333	247292	679591
1334	247524	679533
1335	247747	679452
1336	247956	679330
1337	248147	679160
1338	248328	678963
1339	248474	678668
1340	248676	678529
1341	248846	678302
1342	249003	678039
1343	249206	677901
1344	249341	677578
1345	249471	677243
1346	249693	677157
1347	249817	676806
1348	250022	676672
1349	250238	676570
1350	250366	676231
1351	250539	676013
1352	250713	675796
1353	250935	675710
1354	251114	675507
1355	251301	675327
1356	251430	674990
1357	251607	674782
1358	251754	674495
1359	251946	674328
1360	252120	674112
1361	252250	673779
1362	252413	673535
1363	252596	673345
1364	252800	673209
1365	252951	672931
1366	253126	672721
1367	253278	672446
1368	253419	672144
1369	253552	671821
1370	253715	671578
1371	253905	671405
1372	254079	671191
1373	254236	670933
1374	254378	670633
1375	254535	670374
1376	254728	670211
1377	254957	670141
1378	255056	669730
1379	255259	669593
1380	255426	669361
1381	255587	669114
1382	255717	668784
1383	255901	668598
1384	256078	668393
1385	256232	668127
1386	256422	667955
1387	256603	667761
1388	256732	667430
1389	256896	667191
1390	257051	666929
1391	257179	666598
1392	257417	666549
1393	257545	666218
1394	257693	665938
1395	257866	665722
1396	258024	665470
1397	258168	665181
1398	258328	664932
1399	258503	664724
1400	258633	664399
1401	258798	664162
1402	258965	663934
1403	259147	663742
1404	259345	663592
1405	259559	663482
1406	259770	663365
1407	259952	663174
1408	260080	662844
1409	260208	662517
1410	260390	662325
1411	260576	662145
1412	260732	661887
1413	260884	661621
1414	261024	661323
1415	261191	661093
1416	261422	661028
1417	261643	660934
1418	261777	660622
1419	261912	660314
1420	262077	660082
1421	262239	659839
1422	262446	659712
1423	262599	659449
1424	262705	659067
1425	262916	658951
1426	263169	658938
1427	263298	658615
1428	263425	658286
1429	263573	658012
1430	263770	657858
1431	263940	657639
1432	264122	657449
1433	264383	657456
1434	264557	657246
1435	264733	657040
1436	264877	656755
1437	265020	656469
1438	265150	656151
1439	265279	655829
1440	265408	655509
1441	265615	655380
1442	265818	655243
1443	265977	654996
1444	266174	654843
1445	266310	654542
1446	266487	654339
1447	266735	654311
1448	266922	654133
1449	267090	653912
1450	267256	653683
1451	267457	653540
1452	267651	653379
1453	267749	652983
1454	267878	652666
1455	268042	652432
1456	268169	652111
1457	268331	651871
1458	268495	651639
1459	268743	651611
1460	268871	651290
1461	269063	651125
1462	269287	651038
1463	269467	650845
1464	269611	650563
1465	269801	650395
1466	269984	650207
1467	270177	650044
1468	270361	649861
1469	270535	649652
1470	270670	649351
1471	270816	649075
1472	270952	648776
1473	271128	648574
1474	271349	648478
1475	271484	648178
1476	271710	648095
1477	271853	647814
1478	272056	647675
1479	272201	647398
1480	272360	647155
1481	272561	647012
1482	272689	646696
1483	272831	646411
1484	273052	646317
1485	273200	646047
1486	273304	645673
1487	273469	645446
1488	273651	645258
1489	273827	645056
1490	274005	644858
1491	274207	644719
1492	274426	644616
1493	274554	644302
1494	274736	644115
1495	274867	643808
1496	274980	643459
1497	275123	643178
1498	275314	643012
1499	275527	642896
1500	275671	642621
1501	275837	642396
1502	276046	642270
1503	276176	641963
1504	276319	641686
1505	276499	641493
1506	276681	641307
1507	276810	640995
1508	277001	640830
1509	277100	640450
1510	277326	640364
1511	277454	640052
1512	277680	639968
1513	277822	639688
1514	278016	639529
1515	278230	639416
1516	278431	639273
1517	278613	639084
1518	278759	638816
1519	278977	638712
1520	279108	638407
1521	279236	638097
1522	279406	637883
1523	279573	637663
1524	279719	637392
1525	279911	637228
1526	280050	636944
1527	280234	636762
1528	280387	636509
1529	280565	636314
1530	280713	636051
1531	280842	635744
1532	281070	635663
1533	281237	635443
1534	281457	635342
1535	281611	635093
1536	281789	634898
1537	281990	634753
1538	282184	634595
1539	282404	634492
1540	282543	634209
1541	282702	633973
1542	282834	633673
1543	282983	633412
1544	283139	633168
1545	283267	632862
1546	283438	632651
1547	283571	632357
1548	283735	632131
1549	283887	631878
1550	284018	631578
1551	284170	631327
1552	284334	631101
1553	284494	630868
1554	284646	630615
1555	284785	630334
1556	284934	630077
1557	285084	629820
1558	285278	629661
1559	285460	629476
1560	285558	629107
1561	285768	628984
1562	285979	628861
1563	286160	628674
1564	286311	628422
1565	286474	628195
1566	286631	627954
1567	286776	627688
1568	286946	627478
1569	287129	627295
1570	287256	626991
1571	287432	626792
1572	287566	626504
1573	287711	626237
1574	287929	626132
1575	288086	625893
1576	288261	625694
1577	288449	625521
1578	288661	625402
1579	288881	625301
1580	289069	625128
1581	289236	624912
1582	289418	624727
1583	289675	624704
1584	289833	624468
1585	289985	624219
1586	290130	623955
1587	290266	623671
1588	290459	623509
1589	290668	623383
1590	290895	623295
1591	291058	623070
1592	291262	622932
1593	291468	622800
1594	291613	622535
1595	291764	622285
1596	291946	622099
1597	292113	621883
1598	292298	621704
1599	292460	621478
1600	292595	621194
1601	292791	621039
1602	293019	620951
1603	293174	620710
1604	293363	620542
1605	293542	620351
1606	293676	620065
1607	293816	619791
1608	294049	619714
1609	294195	619456
1610	294371	619258
1611	294505	618973
1612	294667	618746
1613	294817	618494
1614	295043	618404
1615	295217	618203
1616	295384	617987
1617	295575	617822
1618	295752	617626
1619	295899	617370
1620	296039	617099
1621	296204	616879
1622	296364	616650
1623	296533	616439
1624	296736	616297
1625	296876	616027
1626	296980	615682
1627	297127	615425
1628	297259	615138
1629	297451	614976
1630	297593	614709
1631	297785	614548
1632	298005	614441
