iter	Logloss
1865	0.5799089293
1870	0.5798678359
1875	0.5798330064
1880	0.5797849471
1885	0.5797461217
1890	0.5797081603
1895	0.5796701448
1900	0.5796289974
1905	0.5795980019
1910	0.5795493486
1915	0.5795069593
1920	0.5794701318
1925	0.5794333583
1930	0.579391617
1935	0.5793572195
1940	0.5793147761
1945	0.5792718468
1950	0.5792403112
1955	0.5791943579
1960	0.5791589884
1965	0.579123079
1970	0.5790841995
1975	0.5790405142
1980	0.5790139466
1985	0.5789797111
1990	0.5789434776
1995	0.5789088642
2000	0.5788779766
2005	0.578853785
2010	0.5788064817
2015	0.5787767281
2020	0.5787411426
2025	0.5787028032
2030	0.5786677577
2035	0.5786337382
2040	0.5785937248
2045	0.5785635933
2050	0.5785363237
2055	0.578515804
2060	0.5784888044
2065	0.5784569449
2070	0.5784285953
2075	0.5784006237
2080	0.5783750281
2085	0.5783457605
2090	0.5783204889
2095	0.5782940293
2100	0.5782623858
2105	0.5782391121
2110	0.5782175124
2115	0.5781999087
2120	0.578178633
2125	0.5781527674
2130	0.5781256058
2135	0.57811081
2140	0.5780921803
2145	0.5780736046
2150	0.5780506009
2155	0.5780299192
2160	0.5780130715
2165	0.5779923898
2170	0.57797781
2175	0.5779573983
2180	0.5779339627
2185	0.577911715
2190	0.5778957312
2195	0.5778774795
2200	0.5778553398
2205	0.5778346581
2210	0.5778107365
2215	0.5777899468
2220	0.5777681311
2225	0.5777430755
2230	0.577710946
2235	0.5776834064
2240	0.5776615907
2245	0.577640477
2250	0.5776255732
2255	0.5776048915
2260	0.5775826439
2265	0.5775680101
2270	0.5775446284
2275	0.5775277807
2280	0.577509907
2285	0.5774901433
2290	0.5774690836
2295	0.5774475919
2300	0.5774275582
2305	0.5774109804
2310	0.5773843588
2315	0.5773629211
2320	0.5773468294
2325	0.5773299276
2330	0.577303684
2335	0.5772833263
2340	0.5772545988
2345	0.5772307851
2350	0.5772052975
2355	0.5771847778
2360	0.5771561582
2365	0.5771344505
2370	0.5771164148
2375	0.577101781
2380	0.5770770494
2385	0.5770562597
2390	0.5770328241
2395	0.5770098744
2400	0.5769847648
2405	0.5769587912
2410	0.5769442114
2415	0.5769303336
2420	0.5769188858
2425	0.5768912922
2430	0.5768705025
2435	0.5768542487
2440	0.5768255211
2445	0.5767961996
2450	0.57677028
2455	0.5767532162
2460	0.5767281606
2465	0.576698407
2470	0.5766791293
2475	0.5766498078
2480	0.5766205402
2485	0.5766032604
2490	0.5765846307
2495	0.576564921
2500	0.5765401354
2505	0.5765163757
2510	0.57649672
2515	0.5764765783
2520	0.5764589746
2525	0.5764415869
2530	0.5764247931
2535	0.5764037334
2540	0.5763872097
2545	0.576363558
2550	0.5763345064
2555	0.5763217626
2560	0.5763027009
2565	0.5762871492
2570	0.5762697074
2575	0.5762545876
2580	0.5762352019
2585	0.5762217021
2590	0.5761984285
2595	0.5761883306
2600	0.5761698629
2605	0.5761556611
2610	0.5761347094
2615	0.5761142437
2620	0.576094804
2625	0.5760837342
2630	0.5760725563
2635	0.5760604065
2640	0.5760473927
2645	0.5760249831
2650	0.5760046794
2655	0.5759927995
2660	0.5759731978
2665	0.5759688779
2670	0.5759505182
2675	0.5759339404
2680	0.5759041868
2685	0.5758835592
2690	0.5758593675
2695	0.5758438157
2700	0.5758211901
2705	0.5758015884
2710	0.5757823647
2715	0.5757651389
2720	0.5757416493
2725	0.5757156757
2730	0.5757007179
2735	0.5756864081
2740	0.5756693983
2745	0.5756629184
2750	0.5756399148
2755	0.575622905
2760	0.5756032493
2765	0.5755809477
2770	0.5755680418
2775	0.5755530841
2780	0.5755345083
2785	0.5755220885
2790	0.5754974109
2795	0.5754782952
2800	0.5754728413
2805	0.5754622034
2810	0.5754556695
2815	0.5754311539
2820	0.575422568
2825	0.5754144681
2830	0.5753967564
2835	0.5753862266
2840	0.5753681908
2845	0.5753612249
2850	0.5753428112
2855	0.5753260175
2860	0.5753164056
2865	0.5752993958
2870	0.575286814
2875	0.5752653224
2880	0.5752529025
2885	0.5752414547
2890	0.5752314649
2895	0.575221259
2900	0.5751969054
2905	0.5751733617
2910	0.5751675298
2915	0.5751674218
2920	0.575155272
2925	0.5751449581
2930	0.5751258964
2935	0.5751168246
2940	0.5751015968
2945	0.575090689
2950	0.5750745432
2955	0.5750610974
2960	0.5750466796
2965	0.575018924
2970	0.5750109861
2975	0.5749920864
2980	0.5749838245
2985	0.5749688128
2990	0.5749580129
2995	0.5749453771
3000	0.5749342533
3005	0.5749226974
3010	0.5749103856
3015	0.5748949419
3020	0.5748809021
3025	0.5748671323
3030	0.5748401327
3035	0.574820045
3040	0.5748058972
3045	0.5747809496
3050	0.5747676658
3055	0.5747586479
3060	0.5747447161
3065	0.5747285163
3070	0.5747147465
3075	0.5747035687
3080	0.5746940649
3085	0.5746747871
3090	0.5746662553
3095	0.5746639333
3100	0.5746481655
3105	0.5746373117
3110	0.5746206259
3115	0.5746082061
3120	0.5745854725
3125	0.5745731067
3130	0.5745570149
3135	0.5745412471
3140	0.5745262353
3145	0.5745130595
3150	0.5745008017
3155	0.5744944298
3160	0.5744720742
3165	0.5744691042
3170	0.5744607883
3175	0.5744502585
3180	0.5744458845
3185	0.5744324927
3190	0.5744324927
3195	0.5744225569
3200	0.5744105151
3205	0.5744029552
3210	0.5743875654
3215	0.5743793575
3220	0.5743603498
3225	0.574344906
3230	0.5743305963
3235	0.5743114805
3240	0.5742986827
3245	0.5742883689
3250	0.5742706032
3255	0.5742653652
3260	0.5742470055
3265	0.5742252978
3270	0.574211042
3275	0.5741891184
3280	0.5741765905
3285	0.5741560709
3290	0.574147485
3295	0.5741383051
3300	0.5741279373
3305	0.5741133035
3310	0.5740962937
3315	0.5740837659
3320	0.5740693481
3325	0.5740521224
3330	0.5740474245
3335	0.5740463985
3340	0.5740414306
3345	0.5740320347
3350	0.574014107
3355	0.5740063311
3360	0.5739977992
3365	0.5739845694
3370	0.5739805735
3375	0.5739738236
3380	0.5739616737
3385	0.573947472
3390	0.5739438
3395	0.5739326762
3400	0.5739142625
3405	0.5739011406
3410	0.5738987107
3415	0.5738873709
3420	0.573877705
3425	0.5738663112
3430	0.5738549713
3435	0.5738412555
3440	0.5738272157
3445	0.5738010801
3450	0.5737838004
3455	0.5737647927
3460	0.5737647927
3465	0.573745353
3470	0.5737353631
3475	0.5737244553
3480	0.5737076075
3485	0.5736968077
3490	0.5736845499
3495	0.573678016
3500	0.5736644082
3505	0.5736474524
3510	0.5736320087
3515	0.5736226128
3520	0.5736047931
3525	0.5735954512
3530	0.5735786574
3535	0.5735608377
3540	0.5735511179
3545	0.5735377801
3550	0.5735238483
3555	0.5735093765
3560	0.5734906928
3565	0.573476437
3570	0.5734620192
3575	0.5734428495
3580	0.5734295117
3585	0.5734130959
3590	0.5733948442
3595	0.5733776184
3600	0.5733655226
3605	0.5733491069
3610	0.5733297211
3615	0.5733160594
3620	0.5733032615
3625	0.5732844158
3630	0.573270322
3635	0.5732597922
3640	0.5732473724
3645	0.5732352766
3650	0.5732259347
3655	0.5732144329
3660	0.5732013111
3665	0.5731848413
3670	0.5731710715
3675	0.5731571397
3680	0.5731415879
3685	0.5731294921
3690	0.5731257662
3695	0.5731129684
3700	0.5730995766
3705	0.5730806769
3710	0.573073765
3715	0.5730566472
3720	0.5730460634
3725	0.5730341835
3730	0.5730143658
3735	0.5729997321
3740	0.5729948721
3745	0.5729773764
3750	0.5729650646
3755	0.5729494048
3760	0.5729312071
3765	0.5729197052
3770	0.5729053955
3775	0.5728943796
3780	0.5728802318
3785	0.5728652741
3790	0.5728559322
3795	0.5728490743
3800	0.5728384365
3805	0.5728211567
3810	0.5728083589
3815	0.5727943731
3820	0.5727831953
3825	0.5727695335
3830	0.5727598136
3835	0.5727496078
3840	0.572733354
3845	0.5727249301
3850	0.5727159123
3855	0.5726959866
3860	0.5726816768
3865	0.5726707689
3870	0.5726629391
3875	0.5726490613
3880	0.5726343735
3885	0.5726113158
3890	0.5725933341
3895	0.5725834522
3900	0.5725701684
3905	0.5725613666
3910	0.5725488928
3915	0.5725407389
3920	0.5725209212
3925	0.5725060174
3930	0.5724954336
3935	0.5724874417
3940	0.572466166
3945	0.5724532062
3950	0.5724376004
3955	0.5724198347
3960	0.5724028249
3965	0.5723902431
3970	0.5723761493
3975	0.5723674015
3980	0.5723629195
3985	0.5723502297
3990	0.5723359199
3995	0.5723270641
4000	0.5723094603
4005	0.5722972565
4010	0.5722832167
4015	0.572266909
4020	0.5722595111
4025	0.5722378034
4030	0.5722286775
4035	0.5722120458
4040	0.572194712
4045	0.5721835882
4050	0.5721751103
4055	0.5721714384
4060	0.5721549686
4065	0.5721401188
4070	0.572127267
4075	0.5721157112
4080	0.5721002134
4085	0.5720848777
4090	0.5720727818
4095	0.572061334
4100	0.5720505882
4105	0.5720344964
4110	0.5720160287
4115	0.5720018809
4120	0.571993727
4125	0.5719873011
4130	0.5719719653
4135	0.5719537136
4140	0.5719438318
4145	0.571928928
4150	0.5719164002
4155	0.5719033864
4160	0.5718932345
4165	0.5718903186
4170	0.5718744428
4175	0.5718662889
4180	0.5718526811
4185	0.5718377233
4190	0.5718265995
4195	0.5718208216
4200	0.5718105077
4205	0.5717987899
4210	0.5717885301
4215	0.5717782162
4220	0.5717643384
4225	0.5717433327
4230	0.5717389048
4235	0.571727889
4240	0.5717212471
4245	0.5717147132
4250	0.5717045613
4255	0.5716975414
4260	0.5716838256
4265	0.5716727558
4270	0.571661254
4275	0.5716528301
4280	0.5716395463
4285	0.5716235085
4290	0.5716101167
4295	0.5715992089
4300	0.571593485
4305	0.5715809032
4310	0.5715703193
4315	0.5715595195
4320	0.5715468837
4325	0.5715301439
4330	0.5715134582
4335	0.5714900225
4340	0.5714770627
4345	0.571459729
4350	0.5714432592
4355	0.5714268435
4360	0.5714105357
4365	0.5713969279
4370	0.5713810521
4375	0.5713627464
4380	0.5713454127
4385	0.5713289969
4390	0.5713126352
4395	0.5712974074
4400	0.5712781297
4405	0.5712619299
4410	0.5712475661
4415	0.5712320684
4420	0.5712148966
4425	0.5711972929
4430	0.5711834151
4435	0.5711668913
4440	0.5711513936
4445	0.5711356798
4450	0.571118508
4455	0.5711025783
4460	0.5710851905
4465	0.5710689368
4470	0.5710499831
4475	0.5710305973
4480	0.5710100777
4485	0.5709953359
4490	0.5709774081
4495	0.5709608844
4500	0.5709456566
4505	0.5709249209
4510	0.5709078032
4515	0.5708874455
4520	0.5708704357
4525	0.570850132
4530	0.5708322043
4535	0.5708157345
4540	0.5707984548
4545	0.570783659
4550	0.5707696732
4555	0.5707530415
4560	0.5707360317
4565	0.5707215599
4570	0.5707084381
4575	0.5706932104
4580	0.5706794946
4585	0.5706693967
4590	0.5706584349
4595	0.5706467171
4600	0.5706312733
4605	0.5706262514
4610	0.5706118336
4615	0.5706074056
4620	0.5705969298
4625	0.5705882899
4630	0.5705749521
4635	0.5705682022
4640	0.5705588064
4645	0.5705532444
4650	0.5705474125
4655	0.5705426066
4660	0.5705363967
4665	0.5705308888
4670	0.570518739
4675	0.570514311
4680	0.5705077771
4685	0.5704994613
4690	0.5704933053
4695	0.5704870954
4700	0.5704800755
4705	0.5704757016
4710	0.5704660897
4715	0.5704588539
4720	0.570446866
4725	0.5704316923
4730	0.5704198664
4735	0.5704033427
4740	0.5703914629
4745	0.5703765051
4750	0.5703630593
4755	0.5703512875
4760	0.5703343317
4765	0.570316026
4770	0.5703023642
4775	0.5702860024
4780	0.5702687227
4785	0.5702601908
4790	0.570247609
4795	0.5702378891
4800	0.5702291953
4805	0.5702163435
4810	0.5702061916
4815	0.5701931778
4820	0.570183512
4825	0.5701734681
4830	0.5701634782
4835	0.5701532184
4840	0.5701425806
4845	0.5701254088
4850	0.570115905
4855	0.5701047811
4860	0.5700913893
4865	0.5700755136
4870	0.5700650917
4875	0.5700519159
4880	0.570045922
4885	0.5700389021
4890	0.5700299922
4895	0.5700156284
4900	0.5699979707
4905	0.5699825269
4910	0.5699703771
4915	0.5699595773
4920	0.5699473735
4925	0.5699359796
4930	0.5699226958
4935	0.56991276
4940	0.5698967222
4945	0.5698773365
4950	0.5698591928
4955	0.569844667
4960	0.5698296012
4965	0.5698149134
4970	0.5697990917
4975	0.5697822439
4980	0.5697651262
4985	0.5697514104
4990	0.5697385586
4995	0.5697295947
4999	0.5697250588
